ID_MATRICULA;DT_NASCIMENTO;ESTADO_CIVIL;SEXO;DEFICIENCIA;COR_ETNIA;CIDADE_ORIGEM;CODIGO_CURSO;VERSAO_CURSO;DT_INGRESSO;FORMA_INGRESSO;MODALIDADE_INGRESSO;ANO_INGRESSO;PERIODO_INGRESSO;FORMA_EVASAO;DATA_EVASAO;DT_CONCLUSAO
120;28/09/1990;Solteiro(a);M;Não possui deficiência;Branca;Canápolis;115728BN;2009-1;01/03/2010;Processo Seletivo: Transferência;Não se aplica;2010;1° Semestre;Formado;01/08/2016;01/08/2016
121;20/12/1993;Solteiro(a);M;Não possui deficiência;Branca;Canápolis;115728BN;2016-1;27/02/2012;Processo Seletivo: PAAES;Não se aplica;2012;1° Semestre;Abandono;;
122;04/12/1995;Solteiro(a);M;;Parda;Capelinha;115728BN;2016-1;22/03/2018;Processo Seletivo: Transferência Facultativa;Não se aplica;2018;1° Semestre;Aluno com Vínculo;;
123;16/05/1998;Não informado;M;;Parda;Capelinha;115728BN;2016-1;22/02/2016;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2016;1° Semestre;Aluno com Vínculo;;
124;05/02/1987;Solteiro(a);M;Não possui deficiência;Branca;Capinópolis;115728BN;2016-1;19/02/2016;Processo Seletivo: Transferência Facultativa;Não se aplica;2016;1° Semestre;Abandono;;
125;09/02/1993;Estado Civil;F;Não possui deficiência;Parda;Capinópolis;1452BI;2012-1;09/08/2010;Processo Seletivo: Vestibular;Não se aplica;2010;2° Semestre;Formado;22/07/2015;22/07/2015
126;18/06/1999;Solteiro(a);F;;Parda;Caratinga;1452BI;2012-1;27/03/2017;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2017;1° Semestre;Formado;02/04/2022;02/04/2022
127;25/11/1992;Solteiro(a);M;Não possui deficiência;Parda;Caratinga;115728BN;2016-1;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;11/10/2018;11/10/2018
128;25/03/1978;Solteiro(a);F;Não possui deficiência;Não declarada;Cariacica;1452BI;2012-1;24/06/2013;Processo Seletivo: Transferência;Não se aplica;2013;1° Semestre;Abandono;;
129;29/10/1995;Solteiro(a);M;;Parda;Carlos Chagas;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Aluno com Vínculo;;
130;29/10/1995;Solteiro(a);M;;Parda;Carlos Chagas;115728BN;2009-1;21/10/2013;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2013;2° Semestre;Desistente Oficial;27/07/2015;
131;24/05/1997;Solteiro(a);M;Não possui deficiência;Parda;Carmo de Minas;115728BN;2016-1;11/08/2017;Processo Seletivo: Vestibular;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2017;2° Semestre;Aluno com Vínculo;;
132;26/03/1997;Solteiro(a);M;Não possui deficiência;Branca;Carmo do Cajuru;115728BN;2016-1;04/04/2017;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2017;1° Semestre;Aluno com Vínculo;;
133;15/10/1992;Solteiro(a);F;Não possui deficiência;Parda;Carmo do Paranaíba;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 3 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2015;2° Semestre;Desistente Oficial;05/03/2020;
134;04/12/1990;Solteiro(a);F;Não possui deficiência;Não declarada;Carmo do Paranaíba;115728BN;2009-1;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Desistente Oficial;24/01/2012;
135;25/01/1991;Solteiro(a);M;Não possui deficiência;Parda;Carmo do Paranaíba;115728BN;2009-1;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;22/12/2018;22/12/2018
136;03/02/1994;Solteiro(a);M;Não possui deficiência;Não declarada;Cássia;1452BI;2012-1;24/09/2014;Processo Seletivo: Transferência;Não se aplica;2014;2° Semestre;Formado;29/03/2017;29/03/2017
137;14/05/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Cataguases;1452BI;1097A;14/02/2005;Processo Seletivo: PAIES;Não se aplica;2005;1° Semestre;Formado;17/11/2009;17/11/2009
138;04/03/1999;Solteiro(a);M;Não possui deficiência;Não declarada;Catalão;115728BN;2016-1;01/03/2019;Processo Seletivo: Transferência Facultativa;Não se aplica;2019;1° Semestre;Aluno com Vínculo;;
139;18/09/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Catalão;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Desistente Oficial;04/02/2011;
140;27/01/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Catalão;1452BI;1097A;15/02/2005;Processo Seletivo: Vestibular;Não se aplica;2005;1° Semestre;Formado;24/09/2009;24/09/2009
141;27/09/1986;Solteiro(a);M;Não possui deficiência;Branca;Catalão;115728BN;2009-1;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Desistente Oficial;30/09/2013;
142;13/11/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Catalão;1452BI;1097A;06/03/2009;Processo Seletivo: Vestibular;Não se aplica;2009;1° Semestre;Formado;10/12/2012;10/12/2012
143;05/02/1992;Solteiro(a);M;Não possui deficiência;Não declarada;Catalão;115728BN;2009-1;02/03/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Jubilamento;26/03/2014;
144;15/06/1988;Solteiro(a);M;Não possui deficiência;Branca;Catalão;1137717BI;2011-1;21/02/2011;Processo Seletivo: Vestibular;Não se aplica;2011;1° Semestre;Formado;16/12/2015;16/12/2015
145;28/12/1993;Solteiro(a);M;Não possui deficiência;Branca;Catalão;115728BN;2016-1;27/02/2012;Processo Seletivo: SISU;Não se aplica;2012;1° Semestre;Formado;13/07/2018;13/07/2018
146;11/05/1979;Casado(a);M;Não possui deficiência;Branca;Catalão;115728BN;2016-1;14/04/2014;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2014;1° Semestre;Abandono;;
147;13/04/1994;Solteiro(a);M;Não possui deficiência;Branca;Catalão;1452BI;2012-1;01/10/2013;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2013;2° Semestre;Jubilamento;;
148;27/09/1986;Solteiro(a);M;Não possui deficiência;Branca;Catalão;115728BN;2009-1;30/09/2013;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2013;2° Semestre;Abandono;15/02/2019;
149;24/02/1995;Solteiro(a);F;Não possui deficiência;Branca;Catalão;115728BN;2016-1;20/05/2013;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2013;1° Semestre;Jubilamento;29/11/2021;
150;08/12/1998;Solteiro(a);M;;Parda;Catalão;1137717BI;2016-1;27/03/2017;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2017;1° Semestre;Aluno com Vínculo;;
151;09/11/1996;Solteiro(a);M;Não possui deficiência;Não declarada;Catalão;1452BI;2012-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Aluno com Vínculo;;
152;08/08/2000;Estado Civil;M;Não possui deficiência;Branca;Catalão;1452BI;2012-1;08/08/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Desistente Oficial;19/04/2021;
153;24/04/1999;Solteiro(a);M;Não possui deficiência;Parda;Catalão;1137717BI;2016-1;05/03/2018;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2018;1° Semestre;Aluno com Vínculo;;
154;19/02/1999;Solteiro(a);M;Não possui deficiência;Branca;Catalão;115728BN;2016-1;11/08/2017;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2017;2° Semestre;Aluno com Vínculo;;
155;25/03/1998;Solteiro(a);M;Não possui deficiência;Branca;Catalão;115728BN;2016-1;17/08/2017;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2017;2° Semestre;Aluno com Vínculo;;
156;01/09/1996;Solteiro(a);M;Não possui deficiência;Branca;Nova Era;1137717BI;2016-1;15/03/2019;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2019;1° Semestre;Aluno com Vínculo;;
157;01/09/1996;Solteiro(a);M;Não possui deficiência;Branca;Nova Era;1137717BI;2016-1;20/03/2015;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;1° Semestre;Transferido;13/06/2017;
158;09/01/2001;Solteiro(a);F;Não possui deficiência;Não declarada;Abadia dos Dourados;1452BI;2012-1;22/08/2018;Processo Seletivo: Vestibular;Modalidade L5 - Escola Pública/independente de renda;2018;2° Semestre;Aluno com Vínculo;;
159;27/08/1986;Solteiro(a);M;Não possui deficiência;Branca;Abadia dos Dourados;1452BI;2012-1;27/02/2012;Processo Seletivo: Port. Dipl. Curso Sup;Não se aplica;2012;1° Semestre;Abandono;;
160;10/03/1994;Solteiro(a);M;Não possui deficiência;Branca;Abadia dos Dourados;115728BN;2016-1;20/05/2013;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2013;1° Semestre;Desistente Oficial;29/01/2016;
161;24/06/1996;Solteiro(a);M;Não possui deficiência;Branca;Abadia dos Dourados;115728BN;2016-1;14/04/2014;Processo Seletivo: PAAES;Não se aplica;2014;1° Semestre;Aluno com Vínculo;;
162;30/05/1997;Solteiro(a);M;Não possui deficiência;Branca;Abadia dos Dourados;1137717BI;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2015;2° Semestre;Abandono;15/02/2019;
163;26/04/1991;Solteiro(a);M;Não possui deficiência;Parda;Abaeté;1452BI;2012-1;11/08/2017;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2017;2° Semestre;Desistente Oficial;20/07/2021;
164;05/09/1991;Solteiro(a);M;Não possui deficiência;Branca;Adamantina;115728BN;2009-1;21/02/2011;Processo Seletivo: PAAES;Não se aplica;2011;1° Semestre;Abandono;15/02/2019;
165;29/04/1996;Solteiro(a);M;Não possui deficiência;Parda;Água Boa;1452BI;2012-1;19/09/2014;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2014;2° Semestre;Abandono;29/11/2021;
166;09/03/1991;Solteiro(a);F;Não possui deficiência;Não declarada;Almenara;1452BI;1097A;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Formado;06/06/2016;06/06/2016
167;15/05/1996;Solteiro(a);M;Não possui deficiência;Branca;Alterosa;1452BI;2012-1;30/03/2015;Processo Seletivo: SISU;Modalidade 2 - Escola Pública/até 1,5 Salário Mínimo;2015;1° Semestre;Aluno com Vínculo;;
168;11/07/1996;Solteiro(a);M;Não possui deficiência;Parda;Alterosa;115728BN;2016-1;14/04/2014;Processo Seletivo: PAAES;Não se aplica;2014;1° Semestre;Abandono;;
169;04/11/1996;Solteiro(a);M;Não possui deficiência;Parda;Alvinópolis;1452BI;2012-1;19/09/2014;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2014;2° Semestre;Abandono;15/02/2019;
170;21/11/1997;Solteiro(a);M;Não possui deficiência;Branca;Altinópolis;1452BI;2012-1;08/08/2018;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2018;2° Semestre;Aluno com Vínculo;;
171;28/05/1991;Solteiro(a);M;Não possui deficiência;Não declarada;Alto Garças;115728BN;2009-1;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;17/12/2016;17/12/2016
172;22/12/1998;Solteiro(a);M;;Amarela;Americana;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade L1 - Escola Pública/até 1,5 Salário Mínimo;2019;2° Semestre;Aluno com Vínculo;;
173;06/01/1995;Solteiro(a);M;;Branca;Amparo;1137717BI;2016-1;17/03/2015;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2015;1° Semestre;Aluno com Vínculo;;
174;01/08/2001;Solteiro(a);M;Não possui deficiência;Parda;Anápolis;1452BI;2012-1;01/03/2019;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2019;1° Semestre;Aluno com Vínculo;;
175;15/04/1996;Solteiro(a);M;Não possui deficiência;Branca;Anápolis;115728BN;2016-1;07/08/2015;Processo Seletivo: Vestibular;Modalidade 4 - Escola Pública/independente de renda;2015;2° Semestre;Aluno com Vínculo;;
176;04/03/1998;Solteiro(a);F;;Parda;Anápolis;1137717BI;2016-1;24/02/2016;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2016;1° Semestre;Aluno com Vínculo;;
177;09/04/2001;Solteiro(a);F;Não possui deficiência;Branca;Anápolis;115728BN;2016-1;01/03/2019;Processo Seletivo: SISU;Modalidade A0 - Ampla Concorrência;2019;1° Semestre;Aluno com Vínculo;;
178;21/08/2000;Solteiro(a);M;Não possui deficiência;Parda;Ananindeua;1452BI;2012-1;14/08/2018;Processo Seletivo: Vestibular;Modalidade L6 - Escola Pública/Pretos/Pardos/Indígenas/independente de renda;2018;2° Semestre;Aluno com Vínculo;;
179;31/01/1995;;M;Não possui deficiência;Branca;Andradina;1452BI;2012-1;20/05/2013;Processo Seletivo: SISU;Modalidade 5 - Ampla Concorrência;2013;1° Semestre;Formado;18/06/2021;18/06/2021
180;31/01/1995;Solteiro(a);M;Não possui deficiência;Branca;Andradina;1452BI;2012-1;20/05/2013;Processo Seletivo: SISU;Modalidade 4 - Escola Pública/independente de renda;2013;1° Semestre;Formado;18/06/2021;18/06/2021
181;27/04/1991;Solteiro(a);M;Não possui deficiência;Parda;Aparecida de Goiânia;115728BN;2009-1;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;03/08/2017;03/08/2017
182;04/04/1982;Solteiro(a);M;Não possui deficiência;Preta/Negra;Apiacá;115728BN;2009-1;20/05/2013;Processo Seletivo: SISU;Modalidade 1 - Escola Pública/Pretos/Pardos/Indígenas/até 1,5 Salário Mínimo;2013;1° Semestre;Desistente Oficial;21/05/2015;
183;04/04/1982;Solteiro(a);M;Não possui deficiência;Preta/Negra;Apiacá;115728BN;2009-1;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Desistente Oficial;01/02/2013;
184;26/06/1991;Solteiro(a);M;Não possui deficiência;Não declarada;Aracaju;115728BN;2016-1;19/07/2016;Processo Seletivo: Vestibular;Modalidade 5 - Ampla Concorrência;2016;2° Semestre;Abandono;29/11/2021;
185;12/01/2000;Solteiro(a);M;Não possui deficiência;Branca;Araçatuba;115728BN;2016-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade A0 - Ampla Concorrência;2019;2° Semestre;Aluno com Vínculo;;
186;28/10/1983;Casado(a);M;Não possui deficiência;Não declarada;Aragarças;115728BN;2016-1;27/02/2012;Processo Seletivo: SISU;Não se aplica;2012;1° Semestre;Abandono;;
187;24/01/2001;Solteiro(a);F;;Branca;Araguari;1452BI;2012-1;07/08/2019;Processo Seletivo: Vestibular;Modalidade L5 - Escola Pública/independente de renda;2019;2° Semestre;Aluno com Vínculo;;
188;14/12/1984;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;16/08/2005;Processo Seletivo: Vestibular;Não se aplica;2005;2° Semestre;Jubilamento;03/11/2011;
189;06/09/1986;Solteiro(a);F;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;23/05/2006;Processo Seletivo: Vestibular;Não se aplica;2006;1° Semestre;Formado;19/11/2010;19/11/2010
190;07/02/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;15/02/2005;Processo Seletivo: PAIES;Não se aplica;2005;1° Semestre;Formado;11/02/2009;11/02/2009
191;27/03/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;15/02/2005;Processo Seletivo: Vestibular;Não se aplica;2005;1° Semestre;Formado;09/07/2010;10/09/2010
192;15/12/1986;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;16/04/2007;Processo Seletivo: Transferência;Não se aplica;2007;1° Semestre;Formado;24/03/2011;24/03/2011
193;21/12/1986;Solteiro(a);M;Não possui deficiência;Parda;Araguari;1452BI;2010-2;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Desistente Oficial;21/03/2012;
194;29/04/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;2010-2;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Abandono;20/10/2011;
195;26/02/1987;Solteiro(a);F;Não possui deficiência;Branca;Araguari;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;30/09/2013;30/09/2013
196;17/02/1990;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;1097A;10/09/2007;Processo Seletivo: Vestibular;Não se aplica;2007;2° Semestre;Formado;20/12/2011;21/10/2011
197;05/07/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;18/03/2011;18/03/2011
198;20/05/1986;Solteiro(a);F;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;19/12/2011;19/12/2011
199;25/04/1988;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;17/10/2006;Processo Seletivo: Vestibular;Não se aplica;2006;2° Semestre;Formado;09/07/2010;06/09/2010
200;15/06/1989;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;2010-2;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Desistente Oficial;27/07/2010;
201;25/12/1991;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;1097A;02/03/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Formado;18/04/2013;18/04/2013
202;12/01/1990;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Desistente Oficial;01/08/2011;
203;23/09/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;11/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Jubilamento;27/02/2014;
204;28/11/1989;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;1097A;06/08/2008;Processo Seletivo: Vestibular;Não se aplica;2008;2° Semestre;Desistente Oficial;08/09/2014;
205;28/11/1991;Solteiro(a);F;Não possui deficiência;Branca;Araguari;1452BI;1097A;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Transferência Interna;18/08/2011;
206;12/07/1989;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;1452BI;1097A;10/03/2008;Processo Seletivo: Vestibular;Não se aplica;2008;1° Semestre;Formado;16/03/2012;16/03/2012
207;19/05/1987;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;115728BN;2009-1;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;14/12/2015;14/12/2015
208;15/11/1983;Solteiro(a);F;Não possui deficiência;Não declarada;Araguari;115728BN;2009-1;03/03/2009;Processo Seletivo: Vestibular;Não se aplica;2009;1° Semestre;Abandono;12/06/2012;
209;08/05/1991;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;2010-2;27/02/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Desistente Oficial;30/09/2013;
210;13/05/1991;Solteiro(a);M;Não possui deficiência;Branca;Araguari;115728BN;2009-1;02/03/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Formado;18/04/2013;18/04/2013
211;07/10/1991;Solteiro(a);F;Não possui deficiência;Branca;Araguari;115728BN;2009-1;02/03/2009;Processo Seletivo: Vestibular;Não se aplica;2009;1° Semestre;Jubilamento;28/02/2014;
212;14/11/1990;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;115728BN;2009-1;02/03/2009;Processo Seletivo: Vestibular;Não se aplica;2009;1° Semestre;Desistente Oficial;31/10/2011;
213;18/12/1990;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;1097A;02/03/2009;Processo Seletivo: Vestibular;Não se aplica;2009;1° Semestre;Formado;04/12/2014;04/12/2014
214;16/11/1990;Solteiro(a);M;Não possui deficiência;Branca;Araguari;1452BI;1097A;02/03/2009;Processo Seletivo: PAIES;Não se aplica;2009;1° Semestre;Formado;27/05/2014;27/05/2014
215;06/12/1992;Solteiro(a);M;Não possui deficiência;Branca;Araguari;115728BN;2009-1;01/03/2010;Processo Seletivo: Vestibular;Não se aplica;2010;1° Semestre;Formado;15/03/2014;15/03/2014
216;10/02/1993;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;115728BN;2016-1;01/03/2010;Processo Seletivo: PAIES;Não se aplica;2010;1° Semestre;Desistente Oficial;29/01/2016;
217;02/11/1984;Solteiro(a);M;Não possui deficiência;Não declarada;Araguari;115728BN;2009-1;01/03/2010;Processo Seletivo: Transferência;Não se aplica;2010;1° Semestre;Abandono;28/03/2014;
218;28/09/1989;Solteiro(a);M;Não possui deficiência;Branca;Araguari;115728BN;2016-1;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Jubilamento;;
219;15/03/1989;Solteiro(a);M;Não possui deficiência;Branca;Araguari;115728BN;2009-1;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Formado;24/02/2015;24/02/2015
220;27/01/1991;Solteiro(a);F;Não possui deficiência;Parda;Araguari;115728BN;2009-1;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Formado;22/07/2015;22/07/2015
221;26/01/1992;Solteiro(a);M;;Branca;Araguari;1452BI;2012-1;10/08/2009;Processo Seletivo: Vestibular;Não se aplica;2009;2° Semestre;Desistente Oficial;11/09/2015;
